File,WaveData20070101_015.csv,
1526.290000,9.2640E-009,1526.290000,9.2640E-009,1526.290000,9.2640E-009,1526.290000,9.2640E-009,1526.290000,9.2640E-009,1526.290000,9.2640E-009,1526.290000,9.2640E-009,1526.290000,9.2640E-009,1526.290000,9.2640E-009,1526.290000,9.2640E-009
1526.450000,-6.9670E-009,1526.450000,-6.9670E-009,1526.450000,-6.9670E-009,1526.450000,-6.9670E-009,1526.450000,-6.9670E-009,1526.450000,-6.9670E-009,1526.450000,-6.9670E-009,1526.450000,-6.9670E-009,1526.450000,-6.9670E-009,1526.450000,-6.9670E-009
1526.610000,-1.1940E-010,1526.610000,-1.1940E-010,1526.610000,-1.1940E-010,1526.610000,-1.1940E-010,1526.610000,-1.1940E-010,1526.610000,-1.1940E-010,1526.610000,-1.1940E-010,1526.610000,-1.1940E-010,1526.610000,-1.1940E-010,1526.610000,-1.1940E-010
1526.770000,2.4000E-009,1526.770000,2.4000E-009,1526.770000,2.4000E-009,1526.770000,2.4000E-009,1526.770000,2.4000E-009,1526.770000,2.4000E-009,1526.770000,2.4000E-009,1526.770000,2.4000E-009,1526.770000,2.4000E-009,1526.770000,2.4000E-009
1526.930000,5.2390E-009,1526.930000,5.2390E-009,1526.930000,5.2390E-009,1526.930000,5.2390E-009,1526.930000,5.2390E-009,1526.930000,5.2390E-009,1526.930000,5.2390E-009,1526.930000,5.2390E-009,1526.930000,5.2390E-009,1526.930000,5.2390E-009
1527.090000,-1.2610E-009,1527.090000,-1.2610E-009,1527.090000,-1.2610E-009,1527.090000,-1.2610E-009,1527.090000,-1.2610E-009,1527.090000,-1.2610E-009,1527.090000,-1.2610E-009,1527.090000,-1.2610E-009,1527.090000,-1.2610E-009,1527.090000,-1.2610E-009
1527.250000,1.9850E-008,1527.250000,1.9850E-008,1527.250000,1.9850E-008,1527.250000,1.9850E-008,1527.250000,1.9850E-008,1527.250000,1.9850E-008,1527.250000,1.9850E-008,1527.250000,1.9850E-008,1527.250000,1.9850E-008,1527.250000,1.9850E-008
1527.410000,1.3580E-008,1527.410000,1.3580E-008,1527.410000,1.3580E-008,1527.410000,1.3580E-008,1527.410000,1.3580E-008,1527.410000,1.3580E-008,1527.410000,1.3580E-008,1527.410000,1.3580E-008,1527.410000,1.3580E-008,1527.410000,1.3580E-008
1527.570000,2.0360E-009,1527.570000,2.0360E-009,1527.570000,2.0360E-009,1527.570000,2.0360E-009,1527.570000,2.0360E-009,1527.570000,2.0360E-009,1527.570000,2.0360E-009,1527.570000,2.0360E-009,1527.570000,2.0360E-009,1527.570000,2.0360E-009
1527.730000,-5.7990E-009,1527.730000,-5.7990E-009,1527.730000,-5.7990E-009,1527.730000,-5.7990E-009,1527.730000,-5.7990E-009,1527.730000,-5.7990E-009,1527.730000,-5.7990E-009,1527.730000,-5.7990E-009,1527.730000,-5.7990E-009,1527.730000,-5.7990E-009
1527.890000,4.8960E-009,1527.890000,4.8960E-009,1527.890000,4.8960E-009,1527.890000,4.8960E-009,1527.890000,4.8960E-009,1527.890000,4.8960E-009,1527.890000,4.8960E-009,1527.890000,4.8960E-009,1527.890000,4.8960E-009,1527.890000,4.8960E-009
1528.050000,8.2280E-009,1528.050000,8.2280E-009,1528.050000,8.2280E-009,1528.050000,8.2280E-009,1528.050000,8.2280E-009,1528.050000,8.2280E-009,1528.050000,8.2280E-009,1528.050000,8.2280E-009,1528.050000,8.2280E-009,1528.050000,8.2280E-009
1528.210000,-7.8290E-009,1528.210000,-7.8290E-009,1528.210000,-7.8290E-009,1528.210000,-7.8290E-009,1528.210000,-7.8290E-009,1528.210000,-7.8290E-009,1528.210000,-7.8290E-009,1528.210000,-7.8290E-009,1528.210000,-7.8290E-009,1528.210000,-7.8290E-009
1528.370000,3.7140E-009,1528.370000,3.7140E-009,1528.370000,3.7140E-009,1528.370000,3.7140E-009,1528.370000,3.7140E-009,1528.370000,3.7140E-009,1528.370000,3.7140E-009,1528.370000,3.7140E-009,1528.370000,3.7140E-009,1528.370000,3.7140E-009
1528.530000,3.3670E-008,1528.530000,3.3670E-008,1528.530000,3.3670E-008,1528.530000,3.3670E-008,1528.530000,3.3670E-008,1528.530000,3.3670E-008,1528.530000,3.3670E-008,1528.530000,3.3670E-008,1528.530000,3.3670E-008,1528.530000,3.3670E-008
1528.690000,-1.6230E-008,1528.690000,-1.6230E-008,1528.690000,-1.6230E-008,1528.690000,-1.6230E-008,1528.690000,-1.6230E-008,1528.690000,-1.6230E-008,1528.690000,-1.6230E-008,1528.690000,-1.6230E-008,1528.690000,-1.6230E-008,1528.690000,-1.6230E-008
1528.850000,-2.5390E-009,1528.850000,-2.5390E-009,1528.850000,-2.5390E-009,1528.850000,-2.5390E-009,1528.850000,-2.5390E-009,1528.850000,-2.5390E-009,1528.850000,-2.5390E-009,1528.850000,-2.5390E-009,1528.850000,-2.5390E-009,1528.850000,-2.5390E-009
1529.010000,-2.0880E-008,1529.010000,-2.0880E-008,1529.010000,-2.0880E-008,1529.010000,-2.0880E-008,1529.010000,-2.0880E-008,1529.010000,-2.0880E-008,1529.010000,-2.0880E-008,1529.010000,-2.0880E-008,1529.010000,-2.0880E-008,1529.010000,-2.0880E-008
1529.170000,-1.1290E-008,1529.170000,-1.1290E-008,1529.170000,-1.1290E-008,1529.170000,-1.1290E-008,1529.170000,-1.1290E-008,1529.170000,-1.1290E-008,1529.170000,-1.1290E-008,1529.170000,-1.1290E-008,1529.170000,-1.1290E-008,1529.170000,-1.1290E-008
1529.330000,3.6850E-009,1529.330000,3.6850E-009,1529.330000,3.6850E-009,1529.330000,3.6850E-009,1529.330000,3.6850E-009,1529.330000,3.6850E-009,1529.330000,3.6850E-009,1529.330000,3.6850E-009,1529.330000,3.6850E-009,1529.330000,3.6850E-009
1529.490000,-4.1480E-009,1529.490000,-4.1480E-009,1529.490000,-4.1480E-009,1529.490000,-4.1480E-009,1529.490000,-4.1480E-009,1529.490000,-4.1480E-009,1529.490000,-4.1480E-009,1529.490000,-4.1480E-009,1529.490000,-4.1480E-009,1529.490000,-4.1480E-009
1529.650000,6.0300E-009,1529.650000,6.0300E-009,1529.650000,6.0300E-009,1529.650000,6.0300E-009,1529.650000,6.0300E-009,1529.650000,6.0300E-009,1529.650000,6.0300E-009,1529.650000,6.0300E-009,1529.650000,6.0300E-009,1529.650000,6.0300E-009
1529.810000,-2.8350E-009,1529.810000,-2.8350E-009,1529.810000,-2.8350E-009,1529.810000,-2.8350E-009,1529.810000,-2.8350E-009,1529.810000,-2.8350E-009,1529.810000,-2.8350E-009,1529.810000,-2.8350E-009,1529.810000,-2.8350E-009,1529.810000,-2.8350E-009
1529.970000,2.0670E-009,1529.970000,2.0670E-009,1529.970000,2.0670E-009,1529.970000,2.0670E-009,1529.970000,2.0670E-009,1529.970000,2.0670E-009,1529.970000,2.0670E-009,1529.970000,2.0670E-009,1529.970000,2.0670E-009,1529.970000,2.0670E-009
1530.130000,1.1390E-008,1530.130000,1.1390E-008,1530.130000,1.1390E-008,1530.130000,1.1390E-008,1530.130000,1.1390E-008,1530.130000,1.1390E-008,1530.130000,1.1390E-008,1530.130000,1.1390E-008,1530.130000,1.1390E-008,1530.130000,1.1390E-008
1530.290000,-1.2520E-008,1530.290000,-1.2520E-008,1530.290000,-1.2520E-008,1530.290000,-1.2520E-008,1530.290000,-1.2520E-008,1530.290000,-1.2520E-008,1530.290000,-1.2520E-008,1530.290000,-1.2520E-008,1530.290000,-1.2520E-008,1530.290000,-1.2520E-008
1530.450000,-2.3590E-009,1530.450000,-2.3590E-009,1530.450000,-2.3590E-009,1530.450000,-2.3590E-009,1530.450000,-2.3590E-009,1530.450000,-2.3590E-009,1530.450000,-2.3590E-009,1530.450000,-2.3590E-009,1530.450000,-2.3590E-009,1530.450000,-2.3590E-009
1530.610000,1.9090E-008,1530.610000,1.9090E-008,1530.610000,1.9090E-008,1530.610000,1.9090E-008,1530.610000,1.9090E-008,1530.610000,1.9090E-008,1530.610000,1.9090E-008,1530.610000,1.9090E-008,1530.610000,1.9090E-008,1530.610000,1.9090E-008
1530.770000,7.2540E-009,1530.770000,7.2540E-009,1530.770000,7.2540E-009,1530.770000,7.2540E-009,1530.770000,7.2540E-009,1530.770000,7.2540E-009,1530.770000,7.2540E-009,1530.770000,7.2540E-009,1530.770000,7.2540E-009,1530.770000,7.2540E-009
1530.930000,1.0390E-008,1530.930000,1.0390E-008,1530.930000,1.0390E-008,1530.930000,1.0390E-008,1530.930000,1.0390E-008,1530.930000,1.0390E-008,1530.930000,1.0390E-008,1530.930000,1.0390E-008,1530.930000,1.0390E-008,1530.930000,1.0390E-008
1531.090000,9.4860E-009,1531.090000,9.4860E-009,1531.090000,9.4860E-009,1531.090000,9.4860E-009,1531.090000,9.4860E-009,1531.090000,9.4860E-009,1531.090000,9.4860E-009,1531.090000,9.4860E-009,1531.090000,9.4860E-009,1531.090000,9.4860E-009
1531.250000,1.6450E-008,1531.250000,1.6450E-008,1531.250000,1.6450E-008,1531.250000,1.6450E-008,1531.250000,1.6450E-008,1531.250000,1.6450E-008,1531.250000,1.6450E-008,1531.250000,1.6450E-008,1531.250000,1.6450E-008,1531.250000,1.6450E-008
1531.410000,2.8090E-008,1531.410000,2.8090E-008,1531.410000,2.8090E-008,1531.410000,2.8090E-008,1531.410000,2.8090E-008,1531.410000,2.8090E-008,1531.410000,2.8090E-008,1531.410000,2.8090E-008,1531.410000,2.8090E-008,1531.410000,2.8090E-008
1531.570000,1.1280E-008,1531.570000,1.1280E-008,1531.570000,1.1280E-008,1531.570000,1.1280E-008,1531.570000,1.1280E-008,1531.570000,1.1280E-008,1531.570000,1.1280E-008,1531.570000,1.1280E-008,1531.570000,1.1280E-008,1531.570000,1.1280E-008
1531.730000,5.7390E-008,1531.730000,5.7390E-008,1531.730000,5.7390E-008,1531.730000,5.7390E-008,1531.730000,5.7390E-008,1531.730000,5.7390E-008,1531.730000,5.7390E-008,1531.730000,5.7390E-008,1531.730000,5.7390E-008,1531.730000,5.7390E-008
