File,WaveData20070101_021.csv,
1520.850000,-1.0090E-008,1520.850000,-1.0090E-008,1520.850000,-1.0090E-008,1520.850000,-1.0090E-008,1520.850000,-1.0090E-008,1520.850000,-1.0090E-008,1520.850000,-1.0090E-008,1520.850000,-1.0090E-008,1520.850000,-1.0090E-008,1520.850000,-1.0090E-008
1521.010000,-2.0180E-008,1521.010000,-2.0180E-008,1521.010000,-2.0180E-008,1521.010000,-2.0180E-008,1521.010000,-2.0180E-008,1521.010000,-2.0180E-008,1521.010000,-2.0180E-008,1521.010000,-2.0180E-008,1521.010000,-2.0180E-008,1521.010000,-2.0180E-008
1521.170000,6.6680E-009,1521.170000,6.6680E-009,1521.170000,6.6680E-009,1521.170000,6.6680E-009,1521.170000,6.6680E-009,1521.170000,6.6680E-009,1521.170000,6.6680E-009,1521.170000,6.6680E-009,1521.170000,6.6680E-009,1521.170000,6.6680E-009
1521.330000,-6.5150E-009,1521.330000,-6.5150E-009,1521.330000,-6.5150E-009,1521.330000,-6.5150E-009,1521.330000,-6.5150E-009,1521.330000,-6.5150E-009,1521.330000,-6.5150E-009,1521.330000,-6.5150E-009,1521.330000,-6.5150E-009,1521.330000,-6.5150E-009
1521.490000,-1.1680E-008,1521.490000,-1.1680E-008,1521.490000,-1.1680E-008,1521.490000,-1.1680E-008,1521.490000,-1.1680E-008,1521.490000,-1.1680E-008,1521.490000,-1.1680E-008,1521.490000,-1.1680E-008,1521.490000,-1.1680E-008,1521.490000,-1.1680E-008
1521.650000,-3.4970E-009,1521.650000,-3.4970E-009,1521.650000,-3.4970E-009,1521.650000,-3.4970E-009,1521.650000,-3.4970E-009,1521.650000,-3.4970E-009,1521.650000,-3.4970E-009,1521.650000,-3.4970E-009,1521.650000,-3.4970E-009,1521.650000,-3.4970E-009
1521.810000,-1.6200E-008,1521.810000,-1.6200E-008,1521.810000,-1.6200E-008,1521.810000,-1.6200E-008,1521.810000,-1.6200E-008,1521.810000,-1.6200E-008,1521.810000,-1.6200E-008,1521.810000,-1.6200E-008,1521.810000,-1.6200E-008,1521.810000,-1.6200E-008
1521.970000,1.9060E-008,1521.970000,1.9060E-008,1521.970000,1.9060E-008,1521.970000,1.9060E-008,1521.970000,1.9060E-008,1521.970000,1.9060E-008,1521.970000,1.9060E-008,1521.970000,1.9060E-008,1521.970000,1.9060E-008,1521.970000,1.9060E-008
1522.130000,-2.2970E-008,1522.130000,-2.2970E-008,1522.130000,-2.2970E-008,1522.130000,-2.2970E-008,1522.130000,-2.2970E-008,1522.130000,-2.2970E-008,1522.130000,-2.2970E-008,1522.130000,-2.2970E-008,1522.130000,-2.2970E-008,1522.130000,-2.2970E-008
1522.290000,1.5690E-008,1522.290000,1.5690E-008,1522.290000,1.5690E-008,1522.290000,1.5690E-008,1522.290000,1.5690E-008,1522.290000,1.5690E-008,1522.290000,1.5690E-008,1522.290000,1.5690E-008,1522.290000,1.5690E-008,1522.290000,1.5690E-008
1522.450000,-2.2360E-008,1522.450000,-2.2360E-008,1522.450000,-2.2360E-008,1522.450000,-2.2360E-008,1522.450000,-2.2360E-008,1522.450000,-2.2360E-008,1522.450000,-2.2360E-008,1522.450000,-2.2360E-008,1522.450000,-2.2360E-008,1522.450000,-2.2360E-008
1522.610000,-7.1330E-009,1522.610000,-7.1330E-009,1522.610000,-7.1330E-009,1522.610000,-7.1330E-009,1522.610000,-7.1330E-009,1522.610000,-7.1330E-009,1522.610000,-7.1330E-009,1522.610000,-7.1330E-009,1522.610000,-7.1330E-009,1522.610000,-7.1330E-009
1522.770000,-3.2660E-009,1522.770000,-3.2660E-009,1522.770000,-3.2660E-009,1522.770000,-3.2660E-009,1522.770000,-3.2660E-009,1522.770000,-3.2660E-009,1522.770000,-3.2660E-009,1522.770000,-3.2660E-009,1522.770000,-3.2660E-009,1522.770000,-3.2660E-009
1522.930000,-8.6420E-009,1522.930000,-8.6420E-009,1522.930000,-8.6420E-009,1522.930000,-8.6420E-009,1522.930000,-8.6420E-009,1522.930000,-8.6420E-009,1522.930000,-8.6420E-009,1522.930000,-8.6420E-009,1522.930000,-8.6420E-009,1522.930000,-8.6420E-009
1523.090000,-8.9450E-009,1523.090000,-8.9450E-009,1523.090000,-8.9450E-009,1523.090000,-8.9450E-009,1523.090000,-8.9450E-009,1523.090000,-8.9450E-009,1523.090000,-8.9450E-009,1523.090000,-8.9450E-009,1523.090000,-8.9450E-009,1523.090000,-8.9450E-009
1523.250000,-1.0300E-008,1523.250000,-1.0300E-008,1523.250000,-1.0300E-008,1523.250000,-1.0300E-008,1523.250000,-1.0300E-008,1523.250000,-1.0300E-008,1523.250000,-1.0300E-008,1523.250000,-1.0300E-008,1523.250000,-1.0300E-008,1523.250000,-1.0300E-008
1523.410000,-5.5470E-010,1523.410000,-5.5470E-010,1523.410000,-5.5470E-010,1523.410000,-5.5470E-010,1523.410000,-5.5470E-010,1523.410000,-5.5470E-010,1523.410000,-5.5470E-010,1523.410000,-5.5470E-010,1523.410000,-5.5470E-010,1523.410000,-5.5470E-010
1523.570000,-1.5580E-008,1523.570000,-1.5580E-008,1523.570000,-1.5580E-008,1523.570000,-1.5580E-008,1523.570000,-1.5580E-008,1523.570000,-1.5580E-008,1523.570000,-1.5580E-008,1523.570000,-1.5580E-008,1523.570000,-1.5580E-008,1523.570000,-1.5580E-008
1523.730000,-1.4000E-008,1523.730000,-1.4000E-008,1523.730000,-1.4000E-008,1523.730000,-1.4000E-008,1523.730000,-1.4000E-008,1523.730000,-1.4000E-008,1523.730000,-1.4000E-008,1523.730000,-1.4000E-008,1523.730000,-1.4000E-008,1523.730000,-1.4000E-008
1523.890000,4.6950E-009,1523.890000,4.6950E-009,1523.890000,4.6950E-009,1523.890000,4.6950E-009,1523.890000,4.6950E-009,1523.890000,4.6950E-009,1523.890000,4.6950E-009,1523.890000,4.6950E-009,1523.890000,4.6950E-009,1523.890000,4.6950E-009
1524.050000,-1.9990E-009,1524.050000,-1.9990E-009,1524.050000,-1.9990E-009,1524.050000,-1.9990E-009,1524.050000,-1.9990E-009,1524.050000,-1.9990E-009,1524.050000,-1.9990E-009,1524.050000,-1.9990E-009,1524.050000,-1.9990E-009,1524.050000,-1.9990E-009
1524.210000,-5.3770E-009,1524.210000,-5.3770E-009,1524.210000,-5.3770E-009,1524.210000,-5.3770E-009,1524.210000,-5.3770E-009,1524.210000,-5.3770E-009,1524.210000,-5.3770E-009,1524.210000,-5.3770E-009,1524.210000,-5.3770E-009,1524.210000,-5.3770E-009
1524.370000,-1.9430E-009,1524.370000,-1.9430E-009,1524.370000,-1.9430E-009,1524.370000,-1.9430E-009,1524.370000,-1.9430E-009,1524.370000,-1.9430E-009,1524.370000,-1.9430E-009,1524.370000,-1.9430E-009,1524.370000,-1.9430E-009,1524.370000,-1.9430E-009
1524.530000,8.7320E-009,1524.530000,8.7320E-009,1524.530000,8.7320E-009,1524.530000,8.7320E-009,1524.530000,8.7320E-009,1524.530000,8.7320E-009,1524.530000,8.7320E-009,1524.530000,8.7320E-009,1524.530000,8.7320E-009,1524.530000,8.7320E-009
1524.690000,-1.2770E-008,1524.690000,-1.2770E-008,1524.690000,-1.2770E-008,1524.690000,-1.2770E-008,1524.690000,-1.2770E-008,1524.690000,-1.2770E-008,1524.690000,-1.2770E-008,1524.690000,-1.2770E-008,1524.690000,-1.2770E-008,1524.690000,-1.2770E-008
1524.850000,-2.1020E-008,1524.850000,-2.1020E-008,1524.850000,-2.1020E-008,1524.850000,-2.1020E-008,1524.850000,-2.1020E-008,1524.850000,-2.1020E-008,1524.850000,-2.1020E-008,1524.850000,-2.1020E-008,1524.850000,-2.1020E-008,1524.850000,-2.1020E-008
1525.010000,1.1010E-008,1525.010000,1.1010E-008,1525.010000,1.1010E-008,1525.010000,1.1010E-008,1525.010000,1.1010E-008,1525.010000,1.1010E-008,1525.010000,1.1010E-008,1525.010000,1.1010E-008,1525.010000,1.1010E-008,1525.010000,1.1010E-008
1525.170000,3.8410E-009,1525.170000,3.8410E-009,1525.170000,3.8410E-009,1525.170000,3.8410E-009,1525.170000,3.8410E-009,1525.170000,3.8410E-009,1525.170000,3.8410E-009,1525.170000,3.8410E-009,1525.170000,3.8410E-009,1525.170000,3.8410E-009
1525.330000,-3.1930E-008,1525.330000,-3.1930E-008,1525.330000,-3.1930E-008,1525.330000,-3.1930E-008,1525.330000,-3.1930E-008,1525.330000,-3.1930E-008,1525.330000,-3.1930E-008,1525.330000,-3.1930E-008,1525.330000,-3.1930E-008,1525.330000,-3.1930E-008
1525.490000,1.6700E-009,1525.490000,1.6700E-009,1525.490000,1.6700E-009,1525.490000,1.6700E-009,1525.490000,1.6700E-009,1525.490000,1.6700E-009,1525.490000,1.6700E-009,1525.490000,1.6700E-009,1525.490000,1.6700E-009,1525.490000,1.6700E-009
1525.650000,-1.9620E-009,1525.650000,-1.9620E-009,1525.650000,-1.9620E-009,1525.650000,-1.9620E-009,1525.650000,-1.9620E-009,1525.650000,-1.9620E-009,1525.650000,-1.9620E-009,1525.650000,-1.9620E-009,1525.650000,-1.9620E-009,1525.650000,-1.9620E-009
1525.810000,1.5570E-008,1525.810000,1.5570E-008,1525.810000,1.5570E-008,1525.810000,1.5570E-008,1525.810000,1.5570E-008,1525.810000,1.5570E-008,1525.810000,1.5570E-008,1525.810000,1.5570E-008,1525.810000,1.5570E-008,1525.810000,1.5570E-008
1525.970000,-1.4630E-008,1525.970000,-1.4630E-008,1525.970000,-1.4630E-008,1525.970000,-1.4630E-008,1525.970000,-1.4630E-008,1525.970000,-1.4630E-008,1525.970000,-1.4630E-008,1525.970000,-1.4630E-008,1525.970000,-1.4630E-008,1525.970000,-1.4630E-008
1526.130000,1.6030E-009,1526.130000,1.6030E-009,1526.130000,1.6030E-009,1526.130000,1.6030E-009,1526.130000,1.6030E-009,1526.130000,1.6030E-009,1526.130000,1.6030E-009,1526.130000,1.6030E-009,1526.130000,1.6030E-009,1526.130000,1.6030E-009
1526.290000,-6.3990E-009,1526.290000,-6.3990E-009,1526.290000,-6.3990E-009,1526.290000,-6.3990E-009,1526.290000,-6.3990E-009,1526.290000,-6.3990E-009,1526.290000,-6.3990E-009,1526.290000,-6.3990E-009,1526.290000,-6.3990E-009,1526.290000,-6.3990E-009
1526.450000,2.0110E-008,1526.450000,2.0110E-008,1526.450000,2.0110E-008,1526.450000,2.0110E-008,1526.450000,2.0110E-008,1526.450000,2.0110E-008,1526.450000,2.0110E-008,1526.450000,2.0110E-008,1526.450000,2.0110E-008,1526.450000,2.0110E-008
1526.610000,1.3150E-008,1526.610000,1.3150E-008,1526.610000,1.3150E-008,1526.610000,1.3150E-008,1526.610000,1.3150E-008,1526.610000,1.3150E-008,1526.610000,1.3150E-008,1526.610000,1.3150E-008,1526.610000,1.3150E-008,1526.610000,1.3150E-008
1526.770000,1.6940E-008,1526.770000,1.6940E-008,1526.770000,1.6940E-008,1526.770000,1.6940E-008,1526.770000,1.6940E-008,1526.770000,1.6940E-008,1526.770000,1.6940E-008,1526.770000,1.6940E-008,1526.770000,1.6940E-008,1526.770000,1.6940E-008
1526.930000,8.8270E-009,1526.930000,8.8270E-009,1526.930000,8.8270E-009,1526.930000,8.8270E-009,1526.930000,8.8270E-009,1526.930000,8.8270E-009,1526.930000,8.8270E-009,1526.930000,8.8270E-009,1526.930000,8.8270E-009,1526.930000,8.8270E-009
1527.090000,2.4060E-008,1527.090000,2.4060E-008,1527.090000,2.4060E-008,1527.090000,2.4060E-008,1527.090000,2.4060E-008,1527.090000,2.4060E-008,1527.090000,2.4060E-008,1527.090000,2.4060E-008,1527.090000,2.4060E-008,1527.090000,2.4060E-008
1527.250000,1.0730E-008,1527.250000,1.0730E-008,1527.250000,1.0730E-008,1527.250000,1.0730E-008,1527.250000,1.0730E-008,1527.250000,1.0730E-008,1527.250000,1.0730E-008,1527.250000,1.0730E-008,1527.250000,1.0730E-008,1527.250000,1.0730E-008
1527.410000,4.5740E-008,1527.410000,4.5740E-008,1527.410000,4.5740E-008,1527.410000,4.5740E-008,1527.410000,4.5740E-008,1527.410000,4.5740E-008,1527.410000,4.5740E-008,1527.410000,4.5740E-008,1527.410000,4.5740E-008,1527.410000,4.5740E-008
1527.570000,5.9200E-008,1527.570000,5.9200E-008,1527.570000,5.9200E-008,1527.570000,5.9200E-008,1527.570000,5.9200E-008,1527.570000,5.9200E-008,1527.570000,5.9200E-008,1527.570000,5.9200E-008,1527.570000,5.9200E-008,1527.570000,5.9200E-008
1527.730000,1.0940E-007,1527.730000,1.0940E-007,1527.730000,1.0940E-007,1527.730000,1.0940E-007,1527.730000,1.0940E-007,1527.730000,1.0940E-007,1527.730000,1.0940E-007,1527.730000,1.0940E-007,1527.730000,1.0940E-007,1527.730000,1.0940E-007
1527.890000,1.4390E-007,1527.890000,1.4390E-007,1527.890000,1.4390E-007,1527.890000,1.4390E-007,1527.890000,1.4390E-007,1527.890000,1.4390E-007,1527.890000,1.4390E-007,1527.890000,1.4390E-007,1527.890000,1.4390E-007,1527.890000,1.4390E-007
1528.050000,1.9230E-007,1528.050000,1.9230E-007,1528.050000,1.9230E-007,1528.050000,1.9230E-007,1528.050000,1.9230E-007,1528.050000,1.9230E-007,1528.050000,1.9230E-007,1528.050000,1.9230E-007,1528.050000,1.9230E-007,1528.050000,1.9230E-007
1528.210000,3.0720E-007,1528.210000,3.0720E-007,1528.210000,3.0720E-007,1528.210000,3.0720E-007,1528.210000,3.0720E-007,1528.210000,3.0720E-007,1528.210000,3.0720E-007,1528.210000,3.0720E-007,1528.210000,3.0720E-007,1528.210000,3.0720E-007
1528.370000,5.0700E-007,1528.370000,5.0700E-007,1528.370000,5.0700E-007,1528.370000,5.0700E-007,1528.370000,5.0700E-007,1528.370000,5.0700E-007,1528.370000,5.0700E-007,1528.370000,5.0700E-007,1528.370000,5.0700E-007,1528.370000,5.0700E-007
1528.530000,3.2940E-005,1528.530000,3.2940E-005,1528.530000,3.2940E-005,1528.530000,3.2940E-005,1528.530000,3.2940E-005,1528.530000,3.2940E-005,1528.530000,3.2940E-005,1528.530000,3.2940E-005,1528.530000,3.2940E-005,1528.530000,3.2940E-005
1528.690000,5.5140E-006,1528.690000,5.5140E-006,1528.690000,5.5140E-006,1528.690000,5.5140E-006,1528.690000,5.5140E-006,1528.690000,5.5140E-006,1528.690000,5.5140E-006,1528.690000,5.5140E-006,1528.690000,5.5140E-006,1528.690000,5.5140E-006
1528.850000,7.3310E-007,1528.850000,7.3310E-007,1528.850000,7.3310E-007,1528.850000,7.3310E-007,1528.850000,7.3310E-007,1528.850000,7.3310E-007,1528.850000,7.3310E-007,1528.850000,7.3310E-007,1528.850000,7.3310E-007,1528.850000,7.3310E-007
1529.010000,1.0270E-006,1529.010000,1.0270E-006,1529.010000,1.0270E-006,1529.010000,1.0270E-006,1529.010000,1.0270E-006,1529.010000,1.0270E-006,1529.010000,1.0270E-006,1529.010000,1.0270E-006,1529.010000,1.0270E-006,1529.010000,1.0270E-006
1529.170000,8.1240E-007,1529.170000,8.1240E-007,1529.170000,8.1240E-007,1529.170000,8.1240E-007,1529.170000,8.1240E-007,1529.170000,8.1240E-007,1529.170000,8.1240E-007,1529.170000,8.1240E-007,1529.170000,8.1240E-007,1529.170000,8.1240E-007
1529.330000,7.3260E-007,1529.330000,7.3260E-007,1529.330000,7.3260E-007,1529.330000,7.3260E-007,1529.330000,7.3260E-007,1529.330000,7.3260E-007,1529.330000,7.3260E-007,1529.330000,7.3260E-007,1529.330000,7.3260E-007,1529.330000,7.3260E-007
1529.490000,9.5050E-007,1529.490000,9.5050E-007,1529.490000,9.5050E-007,1529.490000,9.5050E-007,1529.490000,9.5050E-007,1529.490000,9.5050E-007,1529.490000,9.5050E-007,1529.490000,9.5050E-007,1529.490000,9.5050E-007,1529.490000,9.5050E-007
1529.650000,5.7170E-005,1529.650000,5.7170E-005,1529.650000,5.7170E-005,1529.650000,5.7170E-005,1529.650000,5.7170E-005,1529.650000,5.7170E-005,1529.650000,5.7170E-005,1529.650000,5.7170E-005,1529.650000,5.7170E-005,1529.650000,5.7170E-005
1529.810000,1.7260E-006,1529.810000,1.7260E-006,1529.810000,1.7260E-006,1529.810000,1.7260E-006,1529.810000,1.7260E-006,1529.810000,1.7260E-006,1529.810000,1.7260E-006,1529.810000,1.7260E-006,1529.810000,1.7260E-006,1529.810000,1.7260E-006
1529.970000,6.7760E-007,1529.970000,6.7760E-007,1529.970000,6.7760E-007,1529.970000,6.7760E-007,1529.970000,6.7760E-007,1529.970000,6.7760E-007,1529.970000,6.7760E-007,1529.970000,6.7760E-007,1529.970000,6.7760E-007,1529.970000,6.7760E-007
1530.130000,6.4420E-007,1530.130000,6.4420E-007,1530.130000,6.4420E-007,1530.130000,6.4420E-007,1530.130000,6.4420E-007,1530.130000,6.4420E-007,1530.130000,6.4420E-007,1530.130000,6.4420E-007,1530.130000,6.4420E-007,1530.130000,6.4420E-007
1530.290000,6.4670E-007,1530.290000,6.4670E-007,1530.290000,6.4670E-007,1530.290000,6.4670E-007,1530.290000,6.4670E-007,1530.290000,6.4670E-007,1530.290000,6.4670E-007,1530.290000,6.4670E-007,1530.290000,6.4670E-007,1530.290000,6.4670E-007
1530.450000,5.4700E-007,1530.450000,5.4700E-007,1530.450000,5.4700E-007,1530.450000,5.4700E-007,1530.450000,5.4700E-007,1530.450000,5.4700E-007,1530.450000,5.4700E-007,1530.450000,5.4700E-007,1530.450000,5.4700E-007,1530.450000,5.4700E-007
1530.610000,7.7580E-007,1530.610000,7.7580E-007,1530.610000,7.7580E-007,1530.610000,7.7580E-007,1530.610000,7.7580E-007,1530.610000,7.7580E-007,1530.610000,7.7580E-007,1530.610000,7.7580E-007,1530.610000,7.7580E-007,1530.610000,7.7580E-007
1530.770000,1.0730E-004,1530.770000,1.0730E-004,1530.770000,1.0730E-004,1530.770000,1.0730E-004,1530.770000,1.0730E-004,1530.770000,1.0730E-004,1530.770000,1.0730E-004,1530.770000,1.0730E-004,1530.770000,1.0730E-004,1530.770000,1.0730E-004
1530.930000,1.8290E-006,1530.930000,1.8290E-006,1530.930000,1.8290E-006,1530.930000,1.8290E-006,1530.930000,1.8290E-006,1530.930000,1.8290E-006,1530.930000,1.8290E-006,1530.930000,1.8290E-006,1530.930000,1.8290E-006,1530.930000,1.8290E-006
1531.090000,6.1720E-007,1531.090000,6.1720E-007,1531.090000,6.1720E-007,1531.090000,6.1720E-007,1531.090000,6.1720E-007,1531.090000,6.1720E-007,1531.090000,6.1720E-007,1531.090000,6.1720E-007,1531.090000,6.1720E-007,1531.090000,6.1720E-007
1531.250000,8.3780E-007,1531.250000,8.3780E-007,1531.250000,8.3780E-007,1531.250000,8.3780E-007,1531.250000,8.3780E-007,1531.250000,8.3780E-007,1531.250000,8.3780E-007,1531.250000,8.3780E-007,1531.250000,8.3780E-007,1531.250000,8.3780E-007
1531.410000,8.4960E-007,1531.410000,8.4960E-007,1531.410000,8.4960E-007,1531.410000,8.4960E-007,1531.410000,8.4960E-007,1531.410000,8.4960E-007,1531.410000,8.4960E-007,1531.410000,8.4960E-007,1531.410000,8.4960E-007,1531.410000,8.4960E-007
1531.570000,6.1900E-007,1531.570000,6.1900E-007,1531.570000,6.1900E-007,1531.570000,6.1900E-007,1531.570000,6.1900E-007,1531.570000,6.1900E-007,1531.570000,6.1900E-007,1531.570000,6.1900E-007,1531.570000,6.1900E-007,1531.570000,6.1900E-007
1531.730000,7.1160E-007,1531.730000,7.1160E-007,1531.730000,7.1160E-007,1531.730000,7.1160E-007,1531.730000,7.1160E-007,1531.730000,7.1160E-007,1531.730000,7.1160E-007,1531.730000,7.1160E-007,1531.730000,7.1160E-007,1531.730000,7.1160E-007
1531.890000,1.0920E-004,1531.890000,1.0920E-004,1531.890000,1.0920E-004,1531.890000,1.0920E-004,1531.890000,1.0920E-004,1531.890000,1.0920E-004,1531.890000,1.0920E-004,1531.890000,1.0920E-004,1531.890000,1.0920E-004,1531.890000,1.0920E-004
