File,WaveData20070101_031.csv,
1521.330000,4.3030E-009,1521.330000,4.3030E-009,1521.330000,4.3030E-009,1521.330000,4.3030E-009,1521.330000,4.3030E-009,1521.330000,4.3030E-009,1521.330000,4.3030E-009,1521.330000,4.3030E-009,1521.330000,4.3030E-009,1521.330000,4.3030E-009
1521.490000,-2.9040E-008,1521.490000,-2.9040E-008,1521.490000,-2.9040E-008,1521.490000,-2.9040E-008,1521.490000,-2.9040E-008,1521.490000,-2.9040E-008,1521.490000,-2.9040E-008,1521.490000,-2.9040E-008,1521.490000,-2.9040E-008,1521.490000,-2.9040E-008
1521.650000,-2.2900E-008,1521.650000,-2.2900E-008,1521.650000,-2.2900E-008,1521.650000,-2.2900E-008,1521.650000,-2.2900E-008,1521.650000,-2.2900E-008,1521.650000,-2.2900E-008,1521.650000,-2.2900E-008,1521.650000,-2.2900E-008,1521.650000,-2.2900E-008
1521.810000,2.5270E-009,1521.810000,2.5270E-009,1521.810000,2.5270E-009,1521.810000,2.5270E-009,1521.810000,2.5270E-009,1521.810000,2.5270E-009,1521.810000,2.5270E-009,1521.810000,2.5270E-009,1521.810000,2.5270E-009,1521.810000,2.5270E-009
1521.970000,6.1570E-009,1521.970000,6.1570E-009,1521.970000,6.1570E-009,1521.970000,6.1570E-009,1521.970000,6.1570E-009,1521.970000,6.1570E-009,1521.970000,6.1570E-009,1521.970000,6.1570E-009,1521.970000,6.1570E-009,1521.970000,6.1570E-009
1522.130000,1.2630E-009,1522.130000,1.2630E-009,1522.130000,1.2630E-009,1522.130000,1.2630E-009,1522.130000,1.2630E-009,1522.130000,1.2630E-009,1522.130000,1.2630E-009,1522.130000,1.2630E-009,1522.130000,1.2630E-009,1522.130000,1.2630E-009
1522.290000,-1.1730E-008,1522.290000,-1.1730E-008,1522.290000,-1.1730E-008,1522.290000,-1.1730E-008,1522.290000,-1.1730E-008,1522.290000,-1.1730E-008,1522.290000,-1.1730E-008,1522.290000,-1.1730E-008,1522.290000,-1.1730E-008,1522.290000,-1.1730E-008
1522.450000,4.2470E-010,1522.450000,4.2470E-010,1522.450000,4.2470E-010,1522.450000,4.2470E-010,1522.450000,4.2470E-010,1522.450000,4.2470E-010,1522.450000,4.2470E-010,1522.450000,4.2470E-010,1522.450000,4.2470E-010,1522.450000,4.2470E-010
1522.610000,-8.2000E-009,1522.610000,-8.2000E-009,1522.610000,-8.2000E-009,1522.610000,-8.2000E-009,1522.610000,-8.2000E-009,1522.610000,-8.2000E-009,1522.610000,-8.2000E-009,1522.610000,-8.2000E-009,1522.610000,-8.2000E-009,1522.610000,-8.2000E-009
1522.770000,-1.3270E-008,1522.770000,-1.3270E-008,1522.770000,-1.3270E-008,1522.770000,-1.3270E-008,1522.770000,-1.3270E-008,1522.770000,-1.3270E-008,1522.770000,-1.3270E-008,1522.770000,-1.3270E-008,1522.770000,-1.3270E-008,1522.770000,-1.3270E-008
1522.930000,2.7970E-009,1522.930000,2.7970E-009,1522.930000,2.7970E-009,1522.930000,2.7970E-009,1522.930000,2.7970E-009,1522.930000,2.7970E-009,1522.930000,2.7970E-009,1522.930000,2.7970E-009,1522.930000,2.7970E-009,1522.930000,2.7970E-009
1523.090000,-1.2620E-009,1523.090000,-1.2620E-009,1523.090000,-1.2620E-009,1523.090000,-1.2620E-009,1523.090000,-1.2620E-009,1523.090000,-1.2620E-009,1523.090000,-1.2620E-009,1523.090000,-1.2620E-009,1523.090000,-1.2620E-009,1523.090000,-1.2620E-009
1523.250000,1.0850E-008,1523.250000,1.0850E-008,1523.250000,1.0850E-008,1523.250000,1.0850E-008,1523.250000,1.0850E-008,1523.250000,1.0850E-008,1523.250000,1.0850E-008,1523.250000,1.0850E-008,1523.250000,1.0850E-008,1523.250000,1.0850E-008
1523.410000,-3.0120E-009,1523.410000,-3.0120E-009,1523.410000,-3.0120E-009,1523.410000,-3.0120E-009,1523.410000,-3.0120E-009,1523.410000,-3.0120E-009,1523.410000,-3.0120E-009,1523.410000,-3.0120E-009,1523.410000,-3.0120E-009,1523.410000,-3.0120E-009
1523.570000,-8.6230E-009,1523.570000,-8.6230E-009,1523.570000,-8.6230E-009,1523.570000,-8.6230E-009,1523.570000,-8.6230E-009,1523.570000,-8.6230E-009,1523.570000,-8.6230E-009,1523.570000,-8.6230E-009,1523.570000,-8.6230E-009,1523.570000,-8.6230E-009
1523.730000,1.5070E-008,1523.730000,1.5070E-008,1523.730000,1.5070E-008,1523.730000,1.5070E-008,1523.730000,1.5070E-008,1523.730000,1.5070E-008,1523.730000,1.5070E-008,1523.730000,1.5070E-008,1523.730000,1.5070E-008,1523.730000,1.5070E-008
1523.890000,-7.4350E-009,1523.890000,-7.4350E-009,1523.890000,-7.4350E-009,1523.890000,-7.4350E-009,1523.890000,-7.4350E-009,1523.890000,-7.4350E-009,1523.890000,-7.4350E-009,1523.890000,-7.4350E-009,1523.890000,-7.4350E-009,1523.890000,-7.4350E-009
1524.050000,1.5190E-008,1524.050000,1.5190E-008,1524.050000,1.5190E-008,1524.050000,1.5190E-008,1524.050000,1.5190E-008,1524.050000,1.5190E-008,1524.050000,1.5190E-008,1524.050000,1.5190E-008,1524.050000,1.5190E-008,1524.050000,1.5190E-008
1524.210000,-2.1800E-008,1524.210000,-2.1800E-008,1524.210000,-2.1800E-008,1524.210000,-2.1800E-008,1524.210000,-2.1800E-008,1524.210000,-2.1800E-008,1524.210000,-2.1800E-008,1524.210000,-2.1800E-008,1524.210000,-2.1800E-008,1524.210000,-2.1800E-008
1524.370000,-1.6450E-008,1524.370000,-1.6450E-008,1524.370000,-1.6450E-008,1524.370000,-1.6450E-008,1524.370000,-1.6450E-008,1524.370000,-1.6450E-008,1524.370000,-1.6450E-008,1524.370000,-1.6450E-008,1524.370000,-1.6450E-008,1524.370000,-1.6450E-008
1524.530000,1.8890E-008,1524.530000,1.8890E-008,1524.530000,1.8890E-008,1524.530000,1.8890E-008,1524.530000,1.8890E-008,1524.530000,1.8890E-008,1524.530000,1.8890E-008,1524.530000,1.8890E-008,1524.530000,1.8890E-008,1524.530000,1.8890E-008
1524.690000,6.9260E-009,1524.690000,6.9260E-009,1524.690000,6.9260E-009,1524.690000,6.9260E-009,1524.690000,6.9260E-009,1524.690000,6.9260E-009,1524.690000,6.9260E-009,1524.690000,6.9260E-009,1524.690000,6.9260E-009,1524.690000,6.9260E-009
1524.850000,-2.2800E-008,1524.850000,-2.2800E-008,1524.850000,-2.2800E-008,1524.850000,-2.2800E-008,1524.850000,-2.2800E-008,1524.850000,-2.2800E-008,1524.850000,-2.2800E-008,1524.850000,-2.2800E-008,1524.850000,-2.2800E-008,1524.850000,-2.2800E-008
1525.010000,-2.6550E-008,1525.010000,-2.6550E-008,1525.010000,-2.6550E-008,1525.010000,-2.6550E-008,1525.010000,-2.6550E-008,1525.010000,-2.6550E-008,1525.010000,-2.6550E-008,1525.010000,-2.6550E-008,1525.010000,-2.6550E-008,1525.010000,-2.6550E-008
1525.170000,-1.6620E-008,1525.170000,-1.6620E-008,1525.170000,-1.6620E-008,1525.170000,-1.6620E-008,1525.170000,-1.6620E-008,1525.170000,-1.6620E-008,1525.170000,-1.6620E-008,1525.170000,-1.6620E-008,1525.170000,-1.6620E-008,1525.170000,-1.6620E-008
1525.330000,-6.3560E-009,1525.330000,-6.3560E-009,1525.330000,-6.3560E-009,1525.330000,-6.3560E-009,1525.330000,-6.3560E-009,1525.330000,-6.3560E-009,1525.330000,-6.3560E-009,1525.330000,-6.3560E-009,1525.330000,-6.3560E-009,1525.330000,-6.3560E-009
1525.490000,1.4360E-008,1525.490000,1.4360E-008,1525.490000,1.4360E-008,1525.490000,1.4360E-008,1525.490000,1.4360E-008,1525.490000,1.4360E-008,1525.490000,1.4360E-008,1525.490000,1.4360E-008,1525.490000,1.4360E-008,1525.490000,1.4360E-008
1525.650000,7.3510E-009,1525.650000,7.3510E-009,1525.650000,7.3510E-009,1525.650000,7.3510E-009,1525.650000,7.3510E-009,1525.650000,7.3510E-009,1525.650000,7.3510E-009,1525.650000,7.3510E-009,1525.650000,7.3510E-009,1525.650000,7.3510E-009
1525.810000,-3.3380E-009,1525.810000,-3.3380E-009,1525.810000,-3.3380E-009,1525.810000,-3.3380E-009,1525.810000,-3.3380E-009,1525.810000,-3.3380E-009,1525.810000,-3.3380E-009,1525.810000,-3.3380E-009,1525.810000,-3.3380E-009,1525.810000,-3.3380E-009
1525.970000,3.6950E-009,1525.970000,3.6950E-009,1525.970000,3.6950E-009,1525.970000,3.6950E-009,1525.970000,3.6950E-009,1525.970000,3.6950E-009,1525.970000,3.6950E-009,1525.970000,3.6950E-009,1525.970000,3.6950E-009,1525.970000,3.6950E-009
1526.130000,-4.4450E-010,1526.130000,-4.4450E-010,1526.130000,-4.4450E-010,1526.130000,-4.4450E-010,1526.130000,-4.4450E-010,1526.130000,-4.4450E-010,1526.130000,-4.4450E-010,1526.130000,-4.4450E-010,1526.130000,-4.4450E-010,1526.130000,-4.4450E-010
1526.290000,-9.9710E-010,1526.290000,-9.9710E-010,1526.290000,-9.9710E-010,1526.290000,-9.9710E-010,1526.290000,-9.9710E-010,1526.290000,-9.9710E-010,1526.290000,-9.9710E-010,1526.290000,-9.9710E-010,1526.290000,-9.9710E-010,1526.290000,-9.9710E-010
1526.450000,1.1520E-008,1526.450000,1.1520E-008,1526.450000,1.1520E-008,1526.450000,1.1520E-008,1526.450000,1.1520E-008,1526.450000,1.1520E-008,1526.450000,1.1520E-008,1526.450000,1.1520E-008,1526.450000,1.1520E-008,1526.450000,1.1520E-008
1526.610000,-1.1680E-008,1526.610000,-1.1680E-008,1526.610000,-1.1680E-008,1526.610000,-1.1680E-008,1526.610000,-1.1680E-008,1526.610000,-1.1680E-008,1526.610000,-1.1680E-008,1526.610000,-1.1680E-008,1526.610000,-1.1680E-008,1526.610000,-1.1680E-008
1526.770000,-3.7800E-008,1526.770000,-3.7800E-008,1526.770000,-3.7800E-008,1526.770000,-3.7800E-008,1526.770000,-3.7800E-008,1526.770000,-3.7800E-008,1526.770000,-3.7800E-008,1526.770000,-3.7800E-008,1526.770000,-3.7800E-008,1526.770000,-3.7800E-008
1526.930000,8.2610E-009,1526.930000,8.2610E-009,1526.930000,8.2610E-009,1526.930000,8.2610E-009,1526.930000,8.2610E-009,1526.930000,8.2610E-009,1526.930000,8.2610E-009,1526.930000,8.2610E-009,1526.930000,8.2610E-009,1526.930000,8.2610E-009
1527.090000,-6.3840E-009,1527.090000,-6.3840E-009,1527.090000,-6.3840E-009,1527.090000,-6.3840E-009,1527.090000,-6.3840E-009,1527.090000,-6.3840E-009,1527.090000,-6.3840E-009,1527.090000,-6.3840E-009,1527.090000,-6.3840E-009,1527.090000,-6.3840E-009
1527.250000,-4.5920E-009,1527.250000,-4.5920E-009,1527.250000,-4.5920E-009,1527.250000,-4.5920E-009,1527.250000,-4.5920E-009,1527.250000,-4.5920E-009,1527.250000,-4.5920E-009,1527.250000,-4.5920E-009,1527.250000,-4.5920E-009,1527.250000,-4.5920E-009
1527.410000,-7.2850E-009,1527.410000,-7.2850E-009,1527.410000,-7.2850E-009,1527.410000,-7.2850E-009,1527.410000,-7.2850E-009,1527.410000,-7.2850E-009,1527.410000,-7.2850E-009,1527.410000,-7.2850E-009,1527.410000,-7.2850E-009,1527.410000,-7.2850E-009
1527.570000,-5.3810E-009,1527.570000,-5.3810E-009,1527.570000,-5.3810E-009,1527.570000,-5.3810E-009,1527.570000,-5.3810E-009,1527.570000,-5.3810E-009,1527.570000,-5.3810E-009,1527.570000,-5.3810E-009,1527.570000,-5.3810E-009,1527.570000,-5.3810E-009
1527.730000,-1.0140E-008,1527.730000,-1.0140E-008,1527.730000,-1.0140E-008,1527.730000,-1.0140E-008,1527.730000,-1.0140E-008,1527.730000,-1.0140E-008,1527.730000,-1.0140E-008,1527.730000,-1.0140E-008,1527.730000,-1.0140E-008,1527.730000,-1.0140E-008
1527.890000,-5.5620E-009,1527.890000,-5.5620E-009,1527.890000,-5.5620E-009,1527.890000,-5.5620E-009,1527.890000,-5.5620E-009,1527.890000,-5.5620E-009,1527.890000,-5.5620E-009,1527.890000,-5.5620E-009,1527.890000,-5.5620E-009,1527.890000,-5.5620E-009
1528.050000,-1.3410E-009,1528.050000,-1.3410E-009,1528.050000,-1.3410E-009,1528.050000,-1.3410E-009,1528.050000,-1.3410E-009,1528.050000,-1.3410E-009,1528.050000,-1.3410E-009,1528.050000,-1.3410E-009,1528.050000,-1.3410E-009,1528.050000,-1.3410E-009
1528.210000,-6.4420E-010,1528.210000,-6.4420E-010,1528.210000,-6.4420E-010,1528.210000,-6.4420E-010,1528.210000,-6.4420E-010,1528.210000,-6.4420E-010,1528.210000,-6.4420E-010,1528.210000,-6.4420E-010,1528.210000,-6.4420E-010,1528.210000,-6.4420E-010
1528.370000,-1.1850E-008,1528.370000,-1.1850E-008,1528.370000,-1.1850E-008,1528.370000,-1.1850E-008,1528.370000,-1.1850E-008,1528.370000,-1.1850E-008,1528.370000,-1.1850E-008,1528.370000,-1.1850E-008,1528.370000,-1.1850E-008,1528.370000,-1.1850E-008
1528.530000,-2.8320E-009,1528.530000,-2.8320E-009,1528.530000,-2.8320E-009,1528.530000,-2.8320E-009,1528.530000,-2.8320E-009,1528.530000,-2.8320E-009,1528.530000,-2.8320E-009,1528.530000,-2.8320E-009,1528.530000,-2.8320E-009,1528.530000,-2.8320E-009
1528.690000,3.4460E-009,1528.690000,3.4460E-009,1528.690000,3.4460E-009,1528.690000,3.4460E-009,1528.690000,3.4460E-009,1528.690000,3.4460E-009,1528.690000,3.4460E-009,1528.690000,3.4460E-009,1528.690000,3.4460E-009,1528.690000,3.4460E-009
1528.850000,-1.4170E-008,1528.850000,-1.4170E-008,1528.850000,-1.4170E-008,1528.850000,-1.4170E-008,1528.850000,-1.4170E-008,1528.850000,-1.4170E-008,1528.850000,-1.4170E-008,1528.850000,-1.4170E-008,1528.850000,-1.4170E-008,1528.850000,-1.4170E-008
1529.010000,9.8150E-009,1529.010000,9.8150E-009,1529.010000,9.8150E-009,1529.010000,9.8150E-009,1529.010000,9.8150E-009,1529.010000,9.8150E-009,1529.010000,9.8150E-009,1529.010000,9.8150E-009,1529.010000,9.8150E-009,1529.010000,9.8150E-009
1529.170000,-9.0000E-009,1529.170000,-9.0000E-009,1529.170000,-9.0000E-009,1529.170000,-9.0000E-009,1529.170000,-9.0000E-009,1529.170000,-9.0000E-009,1529.170000,-9.0000E-009,1529.170000,-9.0000E-009,1529.170000,-9.0000E-009,1529.170000,-9.0000E-009
1529.330000,2.5220E-010,1529.330000,2.5220E-010,1529.330000,2.5220E-010,1529.330000,2.5220E-010,1529.330000,2.5220E-010,1529.330000,2.5220E-010,1529.330000,2.5220E-010,1529.330000,2.5220E-010,1529.330000,2.5220E-010,1529.330000,2.5220E-010
1529.490000,5.8170E-010,1529.490000,5.8170E-010,1529.490000,5.8170E-010,1529.490000,5.8170E-010,1529.490000,5.8170E-010,1529.490000,5.8170E-010,1529.490000,5.8170E-010,1529.490000,5.8170E-010,1529.490000,5.8170E-010,1529.490000,5.8170E-010
1529.650000,3.1740E-009,1529.650000,3.1740E-009,1529.650000,3.1740E-009,1529.650000,3.1740E-009,1529.650000,3.1740E-009,1529.650000,3.1740E-009,1529.650000,3.1740E-009,1529.650000,3.1740E-009,1529.650000,3.1740E-009,1529.650000,3.1740E-009
1529.810000,5.9020E-009,1529.810000,5.9020E-009,1529.810000,5.9020E-009,1529.810000,5.9020E-009,1529.810000,5.9020E-009,1529.810000,5.9020E-009,1529.810000,5.9020E-009,1529.810000,5.9020E-009,1529.810000,5.9020E-009,1529.810000,5.9020E-009
1529.970000,2.5510E-009,1529.970000,2.5510E-009,1529.970000,2.5510E-009,1529.970000,2.5510E-009,1529.970000,2.5510E-009,1529.970000,2.5510E-009,1529.970000,2.5510E-009,1529.970000,2.5510E-009,1529.970000,2.5510E-009,1529.970000,2.5510E-009
1530.130000,-7.7500E-009,1530.130000,-7.7500E-009,1530.130000,-7.7500E-009,1530.130000,-7.7500E-009,1530.130000,-7.7500E-009,1530.130000,-7.7500E-009,1530.130000,-7.7500E-009,1530.130000,-7.7500E-009,1530.130000,-7.7500E-009,1530.130000,-7.7500E-009
1530.290000,5.9960E-009,1530.290000,5.9960E-009,1530.290000,5.9960E-009,1530.290000,5.9960E-009,1530.290000,5.9960E-009,1530.290000,5.9960E-009,1530.290000,5.9960E-009,1530.290000,5.9960E-009,1530.290000,5.9960E-009,1530.290000,5.9960E-009
1530.450000,1.1740E-009,1530.450000,1.1740E-009,1530.450000,1.1740E-009,1530.450000,1.1740E-009,1530.450000,1.1740E-009,1530.450000,1.1740E-009,1530.450000,1.1740E-009,1530.450000,1.1740E-009,1530.450000,1.1740E-009,1530.450000,1.1740E-009
1530.610000,-3.9150E-009,1530.610000,-3.9150E-009,1530.610000,-3.9150E-009,1530.610000,-3.9150E-009,1530.610000,-3.9150E-009,1530.610000,-3.9150E-009,1530.610000,-3.9150E-009,1530.610000,-3.9150E-009,1530.610000,-3.9150E-009,1530.610000,-3.9150E-009
1530.770000,2.1790E-009,1530.770000,2.1790E-009,1530.770000,2.1790E-009,1530.770000,2.1790E-009,1530.770000,2.1790E-009,1530.770000,2.1790E-009,1530.770000,2.1790E-009,1530.770000,2.1790E-009,1530.770000,2.1790E-009,1530.770000,2.1790E-009
1530.930000,-1.4760E-008,1530.930000,-1.4760E-008,1530.930000,-1.4760E-008,1530.930000,-1.4760E-008,1530.930000,-1.4760E-008,1530.930000,-1.4760E-008,1530.930000,-1.4760E-008,1530.930000,-1.4760E-008,1530.930000,-1.4760E-008,1530.930000,-1.4760E-008
1531.090000,-3.9380E-009,1531.090000,-3.9380E-009,1531.090000,-3.9380E-009,1531.090000,-3.9380E-009,1531.090000,-3.9380E-009,1531.090000,-3.9380E-009,1531.090000,-3.9380E-009,1531.090000,-3.9380E-009,1531.090000,-3.9380E-009,1531.090000,-3.9380E-009
1531.250000,7.7070E-009,1531.250000,7.7070E-009,1531.250000,7.7070E-009,1531.250000,7.7070E-009,1531.250000,7.7070E-009,1531.250000,7.7070E-009,1531.250000,7.7070E-009,1531.250000,7.7070E-009,1531.250000,7.7070E-009,1531.250000,7.7070E-009
1531.410000,8.2140E-009,1531.410000,8.2140E-009,1531.410000,8.2140E-009,1531.410000,8.2140E-009,1531.410000,8.2140E-009,1531.410000,8.2140E-009,1531.410000,8.2140E-009,1531.410000,8.2140E-009,1531.410000,8.2140E-009,1531.410000,8.2140E-009
1531.570000,-1.8800E-008,1531.570000,-1.8800E-008,1531.570000,-1.8800E-008,1531.570000,-1.8800E-008,1531.570000,-1.8800E-008,1531.570000,-1.8800E-008,1531.570000,-1.8800E-008,1531.570000,-1.8800E-008,1531.570000,-1.8800E-008,1531.570000,-1.8800E-008
1531.730000,1.9580E-008,1531.730000,1.9580E-008,1531.730000,1.9580E-008,1531.730000,1.9580E-008,1531.730000,1.9580E-008,1531.730000,1.9580E-008,1531.730000,1.9580E-008,1531.730000,1.9580E-008,1531.730000,1.9580E-008,1531.730000,1.9580E-008
