File,WaveData20070101_016.csv,
1526.130000,-1.0190E-008,1526.130000,-1.0190E-008,1526.130000,-1.0190E-008,1526.130000,-1.0190E-008,1526.130000,-1.0190E-008,1526.130000,-1.0190E-008,1526.130000,-1.0190E-008,1526.130000,-1.0190E-008,1526.130000,-1.0190E-008,1526.130000,-1.0190E-008
1526.290000,7.1160E-009,1526.290000,7.1160E-009,1526.290000,7.1160E-009,1526.290000,7.1160E-009,1526.290000,7.1160E-009,1526.290000,7.1160E-009,1526.290000,7.1160E-009,1526.290000,7.1160E-009,1526.290000,7.1160E-009,1526.290000,7.1160E-009
1526.450000,-2.5280E-009,1526.450000,-2.5280E-009,1526.450000,-2.5280E-009,1526.450000,-2.5280E-009,1526.450000,-2.5280E-009,1526.450000,-2.5280E-009,1526.450000,-2.5280E-009,1526.450000,-2.5280E-009,1526.450000,-2.5280E-009,1526.450000,-2.5280E-009
1526.610000,1.4970E-008,1526.610000,1.4970E-008,1526.610000,1.4970E-008,1526.610000,1.4970E-008,1526.610000,1.4970E-008,1526.610000,1.4970E-008,1526.610000,1.4970E-008,1526.610000,1.4970E-008,1526.610000,1.4970E-008,1526.610000,1.4970E-008
1526.770000,-8.8330E-009,1526.770000,-8.8330E-009,1526.770000,-8.8330E-009,1526.770000,-8.8330E-009,1526.770000,-8.8330E-009,1526.770000,-8.8330E-009,1526.770000,-8.8330E-009,1526.770000,-8.8330E-009,1526.770000,-8.8330E-009,1526.770000,-8.8330E-009
1526.930000,1.7860E-008,1526.930000,1.7860E-008,1526.930000,1.7860E-008,1526.930000,1.7860E-008,1526.930000,1.7860E-008,1526.930000,1.7860E-008,1526.930000,1.7860E-008,1526.930000,1.7860E-008,1526.930000,1.7860E-008,1526.930000,1.7860E-008
1527.090000,-9.9990E-009,1527.090000,-9.9990E-009,1527.090000,-9.9990E-009,1527.090000,-9.9990E-009,1527.090000,-9.9990E-009,1527.090000,-9.9990E-009,1527.090000,-9.9990E-009,1527.090000,-9.9990E-009,1527.090000,-9.9990E-009,1527.090000,-9.9990E-009
1527.250000,1.5470E-008,1527.250000,1.5470E-008,1527.250000,1.5470E-008,1527.250000,1.5470E-008,1527.250000,1.5470E-008,1527.250000,1.5470E-008,1527.250000,1.5470E-008,1527.250000,1.5470E-008,1527.250000,1.5470E-008,1527.250000,1.5470E-008
1527.410000,9.2220E-009,1527.410000,9.2220E-009,1527.410000,9.2220E-009,1527.410000,9.2220E-009,1527.410000,9.2220E-009,1527.410000,9.2220E-009,1527.410000,9.2220E-009,1527.410000,9.2220E-009,1527.410000,9.2220E-009,1527.410000,9.2220E-009
1527.570000,3.2020E-009,1527.570000,3.2020E-009,1527.570000,3.2020E-009,1527.570000,3.2020E-009,1527.570000,3.2020E-009,1527.570000,3.2020E-009,1527.570000,3.2020E-009,1527.570000,3.2020E-009,1527.570000,3.2020E-009,1527.570000,3.2020E-009
1527.730000,-1.4000E-008,1527.730000,-1.4000E-008,1527.730000,-1.4000E-008,1527.730000,-1.4000E-008,1527.730000,-1.4000E-008,1527.730000,-1.4000E-008,1527.730000,-1.4000E-008,1527.730000,-1.4000E-008,1527.730000,-1.4000E-008,1527.730000,-1.4000E-008
1527.890000,-1.3080E-010,1527.890000,-1.3080E-010,1527.890000,-1.3080E-010,1527.890000,-1.3080E-010,1527.890000,-1.3080E-010,1527.890000,-1.3080E-010,1527.890000,-1.3080E-010,1527.890000,-1.3080E-010,1527.890000,-1.3080E-010,1527.890000,-1.3080E-010
1528.050000,-8.1840E-009,1528.050000,-8.1840E-009,1528.050000,-8.1840E-009,1528.050000,-8.1840E-009,1528.050000,-8.1840E-009,1528.050000,-8.1840E-009,1528.050000,-8.1840E-009,1528.050000,-8.1840E-009,1528.050000,-8.1840E-009,1528.050000,-8.1840E-009
1528.210000,-8.7360E-010,1528.210000,-8.7360E-010,1528.210000,-8.7360E-010,1528.210000,-8.7360E-010,1528.210000,-8.7360E-010,1528.210000,-8.7360E-010,1528.210000,-8.7360E-010,1528.210000,-8.7360E-010,1528.210000,-8.7360E-010,1528.210000,-8.7360E-010
1528.370000,1.5180E-009,1528.370000,1.5180E-009,1528.370000,1.5180E-009,1528.370000,1.5180E-009,1528.370000,1.5180E-009,1528.370000,1.5180E-009,1528.370000,1.5180E-009,1528.370000,1.5180E-009,1528.370000,1.5180E-009,1528.370000,1.5180E-009
1528.530000,-3.2570E-009,1528.530000,-3.2570E-009,1528.530000,-3.2570E-009,1528.530000,-3.2570E-009,1528.530000,-3.2570E-009,1528.530000,-3.2570E-009,1528.530000,-3.2570E-009,1528.530000,-3.2570E-009,1528.530000,-3.2570E-009,1528.530000,-3.2570E-009
1528.690000,-2.4650E-008,1528.690000,-2.4650E-008,1528.690000,-2.4650E-008,1528.690000,-2.4650E-008,1528.690000,-2.4650E-008,1528.690000,-2.4650E-008,1528.690000,-2.4650E-008,1528.690000,-2.4650E-008,1528.690000,-2.4650E-008,1528.690000,-2.4650E-008
1528.850000,-3.1300E-009,1528.850000,-3.1300E-009,1528.850000,-3.1300E-009,1528.850000,-3.1300E-009,1528.850000,-3.1300E-009,1528.850000,-3.1300E-009,1528.850000,-3.1300E-009,1528.850000,-3.1300E-009,1528.850000,-3.1300E-009,1528.850000,-3.1300E-009
1529.010000,3.5380E-009,1529.010000,3.5380E-009,1529.010000,3.5380E-009,1529.010000,3.5380E-009,1529.010000,3.5380E-009,1529.010000,3.5380E-009,1529.010000,3.5380E-009,1529.010000,3.5380E-009,1529.010000,3.5380E-009,1529.010000,3.5380E-009
1529.170000,-1.3490E-008,1529.170000,-1.3490E-008,1529.170000,-1.3490E-008,1529.170000,-1.3490E-008,1529.170000,-1.3490E-008,1529.170000,-1.3490E-008,1529.170000,-1.3490E-008,1529.170000,-1.3490E-008,1529.170000,-1.3490E-008,1529.170000,-1.3490E-008
1529.330000,4.4860E-009,1529.330000,4.4860E-009,1529.330000,4.4860E-009,1529.330000,4.4860E-009,1529.330000,4.4860E-009,1529.330000,4.4860E-009,1529.330000,4.4860E-009,1529.330000,4.4860E-009,1529.330000,4.4860E-009,1529.330000,4.4860E-009
1529.490000,1.7150E-008,1529.490000,1.7150E-008,1529.490000,1.7150E-008,1529.490000,1.7150E-008,1529.490000,1.7150E-008,1529.490000,1.7150E-008,1529.490000,1.7150E-008,1529.490000,1.7150E-008,1529.490000,1.7150E-008,1529.490000,1.7150E-008
1529.650000,5.8760E-009,1529.650000,5.8760E-009,1529.650000,5.8760E-009,1529.650000,5.8760E-009,1529.650000,5.8760E-009,1529.650000,5.8760E-009,1529.650000,5.8760E-009,1529.650000,5.8760E-009,1529.650000,5.8760E-009,1529.650000,5.8760E-009
1529.810000,5.3190E-009,1529.810000,5.3190E-009,1529.810000,5.3190E-009,1529.810000,5.3190E-009,1529.810000,5.3190E-009,1529.810000,5.3190E-009,1529.810000,5.3190E-009,1529.810000,5.3190E-009,1529.810000,5.3190E-009,1529.810000,5.3190E-009
1529.970000,2.9690E-009,1529.970000,2.9690E-009,1529.970000,2.9690E-009,1529.970000,2.9690E-009,1529.970000,2.9690E-009,1529.970000,2.9690E-009,1529.970000,2.9690E-009,1529.970000,2.9690E-009,1529.970000,2.9690E-009,1529.970000,2.9690E-009
1530.130000,-4.5400E-009,1530.130000,-4.5400E-009,1530.130000,-4.5400E-009,1530.130000,-4.5400E-009,1530.130000,-4.5400E-009,1530.130000,-4.5400E-009,1530.130000,-4.5400E-009,1530.130000,-4.5400E-009,1530.130000,-4.5400E-009,1530.130000,-4.5400E-009
1530.290000,-1.5300E-008,1530.290000,-1.5300E-008,1530.290000,-1.5300E-008,1530.290000,-1.5300E-008,1530.290000,-1.5300E-008,1530.290000,-1.5300E-008,1530.290000,-1.5300E-008,1530.290000,-1.5300E-008,1530.290000,-1.5300E-008,1530.290000,-1.5300E-008
1530.450000,1.2720E-008,1530.450000,1.2720E-008,1530.450000,1.2720E-008,1530.450000,1.2720E-008,1530.450000,1.2720E-008,1530.450000,1.2720E-008,1530.450000,1.2720E-008,1530.450000,1.2720E-008,1530.450000,1.2720E-008,1530.450000,1.2720E-008
1530.610000,-7.7200E-009,1530.610000,-7.7200E-009,1530.610000,-7.7200E-009,1530.610000,-7.7200E-009,1530.610000,-7.7200E-009,1530.610000,-7.7200E-009,1530.610000,-7.7200E-009,1530.610000,-7.7200E-009,1530.610000,-7.7200E-009,1530.610000,-7.7200E-009
1530.770000,-3.1880E-009,1530.770000,-3.1880E-009,1530.770000,-3.1880E-009,1530.770000,-3.1880E-009,1530.770000,-3.1880E-009,1530.770000,-3.1880E-009,1530.770000,-3.1880E-009,1530.770000,-3.1880E-009,1530.770000,-3.1880E-009,1530.770000,-3.1880E-009
1530.930000,5.1130E-009,1530.930000,5.1130E-009,1530.930000,5.1130E-009,1530.930000,5.1130E-009,1530.930000,5.1130E-009,1530.930000,5.1130E-009,1530.930000,5.1130E-009,1530.930000,5.1130E-009,1530.930000,5.1130E-009,1530.930000,5.1130E-009
1531.090000,1.0430E-008,1531.090000,1.0430E-008,1531.090000,1.0430E-008,1531.090000,1.0430E-008,1531.090000,1.0430E-008,1531.090000,1.0430E-008,1531.090000,1.0430E-008,1531.090000,1.0430E-008,1531.090000,1.0430E-008,1531.090000,1.0430E-008
1531.250000,-1.2520E-008,1531.250000,-1.2520E-008,1531.250000,-1.2520E-008,1531.250000,-1.2520E-008,1531.250000,-1.2520E-008,1531.250000,-1.2520E-008,1531.250000,-1.2520E-008,1531.250000,-1.2520E-008,1531.250000,-1.2520E-008,1531.250000,-1.2520E-008
1531.410000,1.9320E-008,1531.410000,1.9320E-008,1531.410000,1.9320E-008,1531.410000,1.9320E-008,1531.410000,1.9320E-008,1531.410000,1.9320E-008,1531.410000,1.9320E-008,1531.410000,1.9320E-008,1531.410000,1.9320E-008,1531.410000,1.9320E-008
1531.570000,-3.2740E-009,1531.570000,-3.2740E-009,1531.570000,-3.2740E-009,1531.570000,-3.2740E-009,1531.570000,-3.2740E-009,1531.570000,-3.2740E-009,1531.570000,-3.2740E-009,1531.570000,-3.2740E-009,1531.570000,-3.2740E-009,1531.570000,-3.2740E-009
1531.730000,9.8960E-009,1531.730000,9.8960E-009,1531.730000,9.8960E-009,1531.730000,9.8960E-009,1531.730000,9.8960E-009,1531.730000,9.8960E-009,1531.730000,9.8960E-009,1531.730000,9.8960E-009,1531.730000,9.8960E-009,1531.730000,9.8960E-009
