Frequency
Unit:(mV)
CH1
97.41
99.33
100.28
100.33
100.02
99.84
99.91
100.01
100.00
100.00
99.97
99.99
99.99
99.97
100.00
100.03
100.03
99.86
99.69
99.98
100.68
100.69
98.83
95.04
90.62
86.99
85.04
84.98
86.60
89.44
92.65
95.55
97.55
98.61
99.18
99.63
99.95
99.87
99.46
99.21
99.36
99.78
100.07
100.08
100.01
99.94
99.97
99.99
99.98
100.00
99.97
99.99
100.01
100.01
100.00
99.86
99.89
100.12
100.30
100.04
98.80
96.29
92.55
88.68
86.45
87.04
89.91
93.64
96.91
99.13
100.04
100.12
99.93
99.87
99.99
99.99
100.00
99.99
99.98
100.00
99.97
99.99
100.02
100.03
100.00
99.76
99.82
100.28
100.68
100.07
97.59
93.67
89.17
85.32
83.25
83.46
85.57
88.54
91.54
94.28
96.53
98.00
98.44
98.09
97.62
97.47
97.55
97.50
97.35
97.58
98.44
99.52
100.18
100.21
100.01
99.89
99.94
100.00
99.98
100.00
99.98
100.00
99.99
99.97
100.00
99.84
99.91
100.19
99.89
97.77
93.03
87.85
84.55
84.24
86.26
89.05
92.07
94.73
96.82
98.34
99.37
99.92
99.88
99.47
99.21
99.35
99.78
100.07
100.08
100.01
99.98
100.00
99.92
99.82
99.99
100.30
100.34
99.43
97.03
93.04
87.73
82.82
79.78
79.25
80.69
82.91
85.63
88.52
91.27
93.51
94.90
95.72
96.16
96.46
96.78
97.09
97.43
97.69
97.93
98.38
99.02
99.71
100.10
100.11
100.01
99.92
99.96
99.99
99.98
100.00
100.07
100.06
99.73
99.44
99.96
100.80
100.80
97.60
90.71
84.26
81.70
82.57
85.10
87.94
91.04
94.38
97.24
99.00
99.51
99.23
98.56
97.90
97.36
97.16
97.57
98.50
99.56
100.18
100.23
100.02
99.83
99.89
100.04
100.13
100.02
99.31
97.17
93.04
87.59
82.61
79.73
79.31
80.84
83.59
87.03
90.41
93.23
95.10
95.95
96.02
95.49
94.78
94.10
93.65
93.59
93.87
94.62
95.74
97.05
98.34
99.26
99.83
100.05
100.04
100.00
99.94
99.97
100.04
100.07
100.01
99.63
99.71
100.52
100.80
100.13
95.88
90.20
85.27
82.61
82.36
83.76
86.36
89.32
92.05
94.31
95.91
96.73
96.61
95.88
95.23
95.07
95.54
96.39
97.35
98.35
99.19
99.80
100.11
100.14
100.01
99.61
99.71
100.48
100.80
99.36
94.32
87.62
81.56
77.85
76.79
77.71
80.04
82.85
85.51
87.89
89.91
91.43
92.26
92.37
92.03
91.43
91.12
91.42
92.49
94.30
96.43
98.39
99.62
100.02
100.01
99.93
99.96
99.99
99.98
100.00
100.05
100.05
99.83
99.63
99.97
100.80
100.80
98.59
93.95
88.28
83.27
80.03
79.00
80.15
83.03
86.66
90.28
93.17
95.03
95.98
96.20
96.10
95.90
95.80
95.98
96.35
97.08
98.08
99.15
99.97
100.29
100.18
99.70
99.39
99.95
100.80
100.80
97.73
90.64
82.77
77.06
74.11
73.49
74.66
77.43
81.27
85.26
88.49
90.64
91.95
92.69
92.91
92.52
91.76
91.22
91.28
92.09
93.45
95.07
96.73
98.06
98.94
99.26
99.21
99.20
99.41
99.80
100.08
100.11
100.01
99.82
99.87
100.12
100.33
100.04
98.65
95.42
90.12
83.97
79.36
78.13
79.85
83.06
86.43
89.47
91.88
93.67
94.87
95.61
95.99
95.91
95.52
94.87
94.32
94.38
95.26
96.73
98.26
99.40
99.99
99.88
99.86
100.29
100.76
100.08
97.09
92.10
85.99
80.19
76.14
74.69
75.60
77.88
80.71
83.84
86.98
89.48
90.77
90.87
90.43
90.01
89.72
89.44
89.26
89.57
90.55
92.35
94.73
97.18
99.13
99.96
100.09
99.95
99.90
100.00
100.02
100.02
99.96
99.90
99.99
100.01
100.08
99.91
98.51
94.67
87.83
80.70
76.06
75.25
77.44
80.75
84.47
87.88
90.65
92.72
94.12
94.96
95.24
95.17
95.19
95.52
96.26
97.26
98.28
99.17
99.74
99.99
99.89
99.75
99.98
100.50
100.55
99.08
95.47
89.92
83.12
76.95
73.02
72.03
73.48
76.17
